Player,Season,Competition,Matchday,Date,Venue,Club,Opponent,Result,Playing_Position,Minute,At_score,Type,Goal_assist
LIONEL MESSI,14/15,LALIGA,8,2014-10-18,H,FC BARCELONA,SD EIBAR,3:00,CF,74,3:00,LEFT-FOOTED SHOT,NEYMAR
CRISTIANO RONALDO,14/15,LALIGA,8,2014-10-18,A,REAL MADRID,LEVANTE UD,0:05,CF,13,0:01,PENALTY,OTHER
CRISTIANO RONALDO,14/15,LALIGA,8,2014-10-18,A,REAL MADRID,LEVANTE UD,0:05,CF,61,0:03,RIGHT-FOOTED SHOT,ISCO
LIONEL MESSI,14/15,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2014-10-21,H,FC BARCELONA,AJAX AMSTERDAM,3:01,CF,24,2:00,LEFT-FOOTED SHOT,ANDRES INIESTA
CRISTIANO RONALDO,14/15,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2014-10-22,A,REAL MADRID,LIVERPOOL FC,0:03,CF,23,0:01,RIGHT-FOOTED SHOT,JAMES RODRIGUEZ
CRISTIANO RONALDO,14/15,LALIGA,9,2014-10-25,H,REAL MADRID,FC BARCELONA,3:01,CF,35,1:01,PENALTY,OTHER
CRISTIANO RONALDO,14/15,LALIGA,10,2014-11-01,A,REAL MADRID,GRANADA CF,0:04,CF,2,0:01,RIGHT-FOOTED SHOT,KARIM BENZEMA
LIONEL MESSI,14/15,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2014-11-05,A,FC BARCELONA,AJAX AMSTERDAM,0:02,RW,36,0:01,HEADER,MARC BARTRA
LIONEL MESSI,14/15,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2014-11-05,A,FC BARCELONA,AJAX AMSTERDAM,0:02,RW,76,0:02,LEFT-FOOTED SHOT,PEDRO
CRISTIANO RONALDO,14/15,LALIGA,11,2014-11-08,H,REAL MADRID,RAYO VALLECANO,5:01,CF,83,5:01,RIGHT-FOOTED SHOT,ISCO
CRISTIANO RONALDO,14/15,LALIGA,12,2014-11-22,A,REAL MADRID,SD EIBAR,0:04,CF,83,0:04,PENALTY,OTHER
LIONEL MESSI,14/15,LALIGA,12,2014-11-22,H,FC BARCELONA,SEVILLA FC,5:01,RW,78,5:01,LEFT-FOOTED SHOT,NEYMAR
LIONEL MESSI,14/15,LALIGA,12,2014-11-22,H,FC BARCELONA,SEVILLA FC,5:01,RW,73,4:01,TAP-IN,NEYMAR
LIONEL MESSI,14/15,LALIGA,12,2014-11-22,H,FC BARCELONA,SEVILLA FC,5:01,RW,21,1:00,DIRECT FREE KICK,OTHER
CRISTIANO RONALDO,14/15,LALIGA,12,2014-11-22,A,REAL MADRID,SD EIBAR,0:04,CF,43,0:02,RIGHT-FOOTED SHOT,DANIEL CARVAJAL
LIONEL MESSI,14/15,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2014-11-25,A,FC BARCELONA,APOEL NICOSIA,0:04,CF,87,0:04,RIGHT-FOOTED SHOT,PEDRO
LIONEL MESSI,14/15,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2014-11-25,A,FC BARCELONA,APOEL NICOSIA,0:04,CF,58,0:03,RIGHT-FOOTED SHOT,DANI ALVES
LIONEL MESSI,14/15,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2014-11-25,A,FC BARCELONA,APOEL NICOSIA,0:04,CF,38,0:02,RIGHT-FOOTED SHOT,RAFINHA
CRISTIANO RONALDO,14/15,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2014-11-26,A,REAL MADRID,FC BASEL 1893,0:01,LW,35,0:01,LEFT-FOOTED SHOT,KARIM BENZEMA
CRISTIANO RONALDO,14/15,LALIGA,14,2014-12-06,H,REAL MADRID,CELTA DE VIGO,3:00,CF,65,2:00,RIGHT-FOOTED SHOT,OTHER
CRISTIANO RONALDO,14/15,LALIGA,14,2014-12-06,H,REAL MADRID,CELTA DE VIGO,3:00,CF,81,3:00,LEFT-FOOTED SHOT,MARCELO
CRISTIANO RONALDO,14/15,LALIGA,14,2014-12-06,H,REAL MADRID,CELTA DE VIGO,3:00,CF,36,1:00,PENALTY,OTHER
LIONEL MESSI,14/15,LALIGA,14,2014-12-07,H,FC BARCELONA,RCD ESPANYOL BARCELONA,5:01,RW,45+1,1:01,LEFT-FOOTED SHOT,XAVI
LIONEL MESSI,14/15,LALIGA,14,2014-12-07,H,FC BARCELONA,RCD ESPANYOL BARCELONA,5:01,RW,50,2:01,RIGHT-FOOTED SHOT,LUIS SUAREZ
LIONEL MESSI,14/15,LALIGA,14,2014-12-07,H,FC BARCELONA,RCD ESPANYOL BARCELONA,5:01,RW,81,5:01,RIGHT-FOOTED SHOT,PEDRO
CRISTIANO RONALDO,14/15,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2014-12-09,H,REAL MADRID,LUDOGORETS RAZGRAD,4:00,CF,20,1:00,PENALTY,OTHER
LIONEL MESSI,14/15,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2014-12-10,H,FC BARCELONA,PARIS SAINT-GERMAIN,3:01,AM,19,1:01,RIGHT-FOOTED SHOT,LUIS SUAREZ
CRISTIANO RONALDO,14/15,LALIGA,15,2014-12-12,A,REAL MADRID,UD ALMERIA,1:04,CF,81,1:03,RIGHT-FOOTED SHOT,KARIM BENZEMA
CRISTIANO RONALDO,14/15,LALIGA,15,2014-12-12,A,REAL MADRID,UD ALMERIA,1:04,CF,89,1:04,RIGHT-FOOTED SHOT,DANIEL CARVAJAL
LIONEL MESSI,14/15,LALIGA,16,2014-12-20,H,FC BARCELONA,CÃ³RDOBA CF,5:00,RW,82,4:00,RIGHT-FOOTED SHOT,OTHER
LIONEL MESSI,14/15,LALIGA,16,2014-12-20,H,FC BARCELONA,CÃ³RDOBA CF,5:00,RW,90,5:00,RIGHT-FOOTED SHOT,OTHER
CRISTIANO RONALDO,14/15,LALIGA,17,2015-01-04,A,REAL MADRID,VALENCIA CF,2:01,LW,14,0:01,PENALTY,OTHER
LIONEL MESSI,14/15,COPA DEL REY,LAST 16,2015-01-08,H,FC BARCELONA,ELCHE CF,5:00,RW,45,3:00,PENALTY,OTHER
LIONEL MESSI,14/15,LALIGA,18,2015-01-11,H,FC BARCELONA,ATLETICO DE MADRID,3:01,RW,87,3:01,LEFT-FOOTED SHOT,OTHER
CRISTIANO RONALDO,14/15,COPA DEL REY,LAST 16,2015-01-15,H,REAL MADRID,ATLETICO DE MADRID,2:02,CF,54,2:02,HEADER,GARETH BALE
CRISTIANO RONALDO,14/15,LALIGA,19,2015-01-18,A,REAL MADRID,GETAFE CF,0:03,LW,63,0:01,LEFT-FOOTED SHOT,KARIM BENZEMA
CRISTIANO RONALDO,14/15,LALIGA,19,2015-01-18,A,REAL MADRID,GETAFE CF,0:03,LW,79,0:03,HEADER,JAMES RODRIGUEZ
LIONEL MESSI,14/15,LALIGA,19,2015-01-18,A,FC BARCELONA,DEPORTIVO DE LA CORUAA,0:04,RW,11,0:01,HEADER,IVAN RAKITIC
LIONEL MESSI,14/15,LALIGA,19,2015-01-18,A,FC BARCELONA,DEPORTIVO DE LA CORUAA,0:04,RW,33,0:02,LEFT-FOOTED SHOT,LUIS SUAREZ
LIONEL MESSI,14/15,LALIGA,19,2015-01-18,A,FC BARCELONA,DEPORTIVO DE LA CORUAA,0:04,RW,62,0:03,LEFT-FOOTED SHOT,IVAN RAKITIC
LIONEL MESSI,14/15,COPA DEL REY,QUARTER-FINALS,2015-01-21,H,FC BARCELONA,ATLETICO DE MADRID,1:00,RW,85,1:00,PENALTY REBOUND,OTHER
LIONEL MESSI,14/15,LALIGA,20,2015-01-24,A,FC BARCELONA,ELCHE CF,0:06,CF,88,0:05,LEFT-FOOTED SHOT,MARC BARTRA
LIONEL MESSI,14/15,LALIGA,20,2015-01-24,A,FC BARCELONA,ELCHE CF,0:06,CF,55,0:02,PENALTY,OTHER
LIONEL MESSI,14/15,LALIGA,21,2015-02-01,H,FC BARCELONA,VILLARREAL CF,3:02,RW,55,3:02,RIGHT-FOOTED SHOT,LUIS SUAREZ
LIONEL MESSI,14/15,LALIGA,22,2015-02-08,A,FC BARCELONA,ATHLETIC BILBAO,2:05,RW,15,0:01,DIRECT FREE KICK,OTHER
LIONEL MESSI,14/15,COPA DEL REY,SEMI-FINALS,2015-02-11,H,FC BARCELONA,VILLARREAL CF,3:01,RW,41,1:00,LEFT-FOOTED SHOT,LUIS SUAREZ
LIONEL MESSI,14/15,LALIGA,23,2015-02-15,H,FC BARCELONA,LEVANTE UD,5:00,CF,38,2:00,RIGHT-FOOTED SHOT,MARC BARTRA
LIONEL MESSI,14/15,LALIGA,23,2015-02-15,H,FC BARCELONA,LEVANTE UD,5:00,CF,59,3:00,RIGHT-FOOTED SHOT,PEDRO
LIONEL MESSI,14/15,LALIGA,23,2015-02-15,H,FC BARCELONA,LEVANTE UD,5:00,CF,65,4:00,PENALTY,OTHER
CRISTIANO RONALDO,14/15,UEFA CHAMPIONS LEAGUE,LAST 16,2015-02-18,A,REAL MADRID,FC SCHALKE 04,0:02,LW,26,0:01,HEADER,DANIEL CARVAJAL
CRISTIANO RONALDO,14/15,LALIGA,24,2015-02-22,A,REAL MADRID,ELCHE CF,0:02,CF,69,0:02,HEADER,ISCO
LIONEL MESSI,14/15,LALIGA,25,2015-02-28,A,FC BARCELONA,GRANADA CF,1:03,RW,70,1:03,RIGHT-FOOTED SHOT,LUIS SUAREZ
CRISTIANO RONALDO,14/15,LALIGA,25,2015-03-01,H,REAL MADRID,VILLARREAL CF,1:01,CF,52,1:00,PENALTY,OTHER
LIONEL MESSI,14/15,LALIGA,26,2015-03-08,H,FC BARCELONA,RAYO VALLECANO,6:01,RW,56,3:00,PENALTY,OTHER
LIONEL MESSI,14/15,LALIGA,26,2015-03-08,H,FC BARCELONA,RAYO VALLECANO,6:01,RW,68,5:00,LEFT-FOOTED SHOT,PEDRO
LIONEL MESSI,14/15,LALIGA,26,2015-03-08,H,FC BARCELONA,RAYO VALLECANO,6:01,RW,63,4:00,TAP-IN,OTHER
CRISTIANO RONALDO,14/15,UEFA CHAMPIONS LEAGUE,LAST 16,2015-03-10,H,REAL MADRID,FC SCHALKE 04,3:04,CF,45,2:02,HEADER,FABIO COENTRÃ£O
CRISTIANO RONALDO,14/15,UEFA CHAMPIONS LEAGUE,LAST 16,2015-03-10,H,REAL MADRID,FC SCHALKE 04,3:04,CF,25,1:01,HEADER,TONI KROOS
LIONEL MESSI,14/15,LALIGA,27,2015-03-14,A,FC BARCELONA,SD EIBAR,0:02,RW,55,0:02,HEADER,IVAN RAKITIC
LIONEL MESSI,14/15,LALIGA,27,2015-03-14,A,FC BARCELONA,SD EIBAR,0:02,RW,31,0:01,PENALTY,OTHER
CRISTIANO RONALDO,14/15,LALIGA,28,2015-03-22,A,REAL MADRID,FC BARCELONA,2:01,LW,31,1:01,RIGHT-FOOTED SHOT,KARIM BENZEMA
CRISTIANO RONALDO,14/15,LALIGA,29,2015-04-05,H,REAL MADRID,GRANADA CF,9:01,CF,38,4:00,LONG DISTANCE KICK,GARETH BALE
CRISTIANO RONALDO,14/15,LALIGA,29,2015-04-05,H,REAL MADRID,GRANADA CF,9:01,CF,90,9:01,HEADER,LUKA MODRIC
CRISTIANO RONALDO,14/15,LALIGA,29,2015-04-05,H,REAL MADRID,GRANADA CF,9:01,CF,30,2:00,RIGHT-FOOTED SHOT,JAMES RODRIGUEZ
CRISTIANO RONALDO,14/15,LALIGA,29,2015-04-05,H,REAL MADRID,GRANADA CF,9:01,CF,36,3:00,RIGHT-FOOTED SHOT,OTHER
CRISTIANO RONALDO,14/15,LALIGA,29,2015-04-05,H,REAL MADRID,GRANADA CF,9:01,CF,54,6:00,HEADER,GARETH BALE
CRISTIANO RONALDO,14/15,LALIGA,30,2015-04-08,A,REAL MADRID,RAYO VALLECANO,0:02,LW,68,0:01,HEADER,DANIEL CARVAJAL
LIONEL MESSI,14/15,LALIGA,30,2015-04-08,H,FC BARCELONA,UD ALMERA,4:00,RW,33,1:00,LEFT-FOOTED SHOT,MARC BARTRA
LIONEL MESSI,14/15,LALIGA,31,2015-04-11,A,FC BARCELONA,SEVILLA FC,2:02,RW,15,0:01,LEFT-FOOTED SHOT,NEYMAR
CRISTIANO RONALDO,14/15,LALIGA,31,2015-04-11,H,REAL MADRID,SD EIBAR,3:00,LW,21,1:00,DIRECT FREE KICK,OTHER
LIONEL MESSI,14/15,LALIGA,32,2015-04-18,H,FC BARCELONA,VALENCIA CF,2:00,RW,90+4,2:00,LEFT-FOOTED SHOT,OTHER
CRISTIANO RONALDO,14/15,LALIGA,32,2015-04-18,H,REAL MADRID,MALAGA CF,3:01,CF,90+2,3:01,LEFT-FOOTED SHOT,CHICHARITO
LIONEL MESSI,14/15,LALIGA,33,2015-04-25,A,FC BARCELONA,RCD ESPANYOL BARCELONA,0:02,RW,25,0:02,LEFT-FOOTED SHOT,LUIS SUAREZ
LIONEL MESSI,14/15,LALIGA,34,2015-04-28,H,FC BARCELONA,GETAFE CF,6:00,RW,47,6:00,LEFT-FOOTED SHOT,LUIS SUAREZ
LIONEL MESSI,14/15,LALIGA,34,2015-04-28,H,FC BARCELONA,GETAFE CF,6:00,RW,9,1:00,PENALTY,OTHER
CRISTIANO RONALDO,14/15,LALIGA,35,2015-05-02,A,REAL MADRID,SEVILLA FC,2:03,CF,69,1:03,HEADER,GARETH BALE
CRISTIANO RONALDO,14/15,LALIGA,35,2015-05-02,A,REAL MADRID,SEVILLA FC,2:03,CF,37,0:02,RIGHT-FOOTED SHOT,CHICHARITO
LIONEL MESSI,14/15,LALIGA,35,2015-05-02,A,FC BARCELONA,CÃ³RDOBA CF,0:08,RW,80,0:06,LEFT-FOOTED SHOT,LUIS SUAREZ
LIONEL MESSI,14/15,LALIGA,35,2015-05-02,A,FC BARCELONA,CÃ³RDOBA CF,0:08,RW,47,0:03,HEADER,DANI ALVES
CRISTIANO RONALDO,14/15,LALIGA,35,2015-05-02,A,REAL MADRID,SEVILLA FC,2:03,CF,36,0:01,HEADER,ISCO
CRISTIANO RONALDO,14/15,UEFA CHAMPIONS LEAGUE,SEMI-FINALS,2015-05-05,A,REAL MADRID,JUVENTUS FC,2:01,CF,27,1:01,HEADER,JAMES RODRIGUEZ
LIONEL MESSI,14/15,UEFA CHAMPIONS LEAGUE,SEMI-FINALS,2015-05-06,H,FC BARCELONA,BAYERN MUNICH,3:00,RW,80,2:00,RIGHT-FOOTED SHOT,IVAN RAKITIC
LIONEL MESSI,14/15,UEFA CHAMPIONS LEAGUE,SEMI-FINALS,2015-05-06,H,FC BARCELONA,BAYERN MUNICH,3:00,RW,77,1:00,LEFT-FOOTED SHOT,DANI ALVES
CRISTIANO RONALDO,14/15,UEFA CHAMPIONS LEAGUE,SEMI-FINALS,2015-05-13,H,REAL MADRID,JUVENTUS FC,1:01,LW,23,1:00,PENALTY,OTHER
CRISTIANO RONALDO,14/15,LALIGA,37,2015-05-17,A,REAL MADRID,RCD ESPANYOL BARCELONA,1:04,LW,59,0:01,LEFT-FOOTED SHOT,KARIM BENZEMA
CRISTIANO RONALDO,14/15,LALIGA,37,2015-05-17,A,REAL MADRID,RCD ESPANYOL BARCELONA,1:04,LW,83,1:03,RIGHT-FOOTED SHOT,CHICHARITO
CRISTIANO RONALDO,14/15,LALIGA,37,2015-05-17,A,REAL MADRID,RCD ESPANYOL BARCELONA,1:04,LW,90+1,1:04,HEADER,JAMES RODRIGUEZ
LIONEL MESSI,14/15,LALIGA,37,2015-05-17,A,FC BARCELONA,ATLETICO DE MADRID,0:01,RW,65,0:01,LEFT-FOOTED SHOT,PEDRO
CRISTIANO RONALDO,14/15,LALIGA,38,2015-05-23,H,REAL MADRID,GETAFE CF,7:03,LW,32,2:02,DIRECT FREE KICK,OTHER
CRISTIANO RONALDO,14/15,LALIGA,38,2015-05-23,H,REAL MADRID,GETAFE CF,7:03,LW,34,3:02,PENALTY,OTHER
LIONEL MESSI,14/15,LALIGA,38,2015-05-23,H,FC BARCELONA,DEPORTIVO DE LA CORUAA,2:02,RW,59,2:00,RIGHT-FOOTED SHOT,NEYMAR
LIONEL MESSI,14/15,LALIGA,38,2015-05-23,H,FC BARCELONA,DEPORTIVO DE LA CORUAA,2:02,RW,5,1:00,HEADER,RAFINHA
CRISTIANO RONALDO,14/15,LALIGA,38,2015-05-23,H,REAL MADRID,GETAFE CF,7:03,LW,13,1:00,HEADER,MARCELO
LIONEL MESSI,14/15,COPA DEL REY,FINAL,2015-05-30,A,FC BARCELONA,ATHLETIC BILBAO,1:03,RW,74,0:03,LEFT-FOOTED SHOT,DANI ALVES
LIONEL MESSI,14/15,COPA DEL REY,FINAL,2015-05-30,A,FC BARCELONA,ATHLETIC BILBAO,1:03,RW,20,0:01,SOLO RUN,OTHER
LIONEL MESSI,15/16,UEFA SUPER CUP,FINAL,2015-08-11,H,FC BARCELONA,SEVILLA FC,5:4 AET,RW,16,2:01,DIRECT FREE KICK,OTHER
LIONEL MESSI,15/16,UEFA SUPER CUP,FINAL,2015-08-11,H,FC BARCELONA,SEVILLA FC,5:4 AET,RW,7,1:01,DIRECT FREE KICK,OTHER
LIONEL MESSI,15/16,SUPERCOPA,FINAL,2015-08-17,H,FC BARCELONA,ATHLETIC BILBAO,1:01,RW,43,1:00,LEFT-FOOTED SHOT,LUIS SUAREZ
CRISTIANO RONALDO,15/16,LALIGA,3,2015-09-12,A,REAL MADRID,RCD ESPANYOL BARCELONA,0:06,LW,17,0:02,PENALTY,OTHER
CRISTIANO RONALDO,15/16,LALIGA,3,2015-09-12,A,REAL MADRID,RCD ESPANYOL BARCELONA,0:06,LW,81,0:06,RIGHT-FOOTED SHOT,LUCAS VAZQUEZ
CRISTIANO RONALDO,15/16,LALIGA,3,2015-09-12,A,REAL MADRID,RCD ESPANYOL BARCELONA,0:06,LW,62,0:05,RIGHT-FOOTED SHOT,GARETH BALE
CRISTIANO RONALDO,15/16,LALIGA,3,2015-09-12,A,REAL MADRID,RCD ESPANYOL BARCELONA,0:06,LW,20,0:03,LEFT-FOOTED SHOT,GARETH BALE
CRISTIANO RONALDO,15/16,LALIGA,3,2015-09-12,A,REAL MADRID,RCD ESPANYOL BARCELONA,0:06,LW,7,0:01,RIGHT-FOOTED SHOT,LUKA MODRIC
LIONEL MESSI,15/16,LALIGA,3,2015-09-12,A,FC BARCELONA,ATLETICO DE MADRID,1:02,RW,77,1:02,LEFT-FOOTED SHOT,LUIS SUAREZ
CRISTIANO RONALDO,15/16,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2015-09-15,H,REAL MADRID,SHAKHTAR DONETSK,4:00,LW,64,3:00,PENALTY,OTHER
CRISTIANO RONALDO,15/16,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2015-09-15,H,REAL MADRID,SHAKHTAR DONETSK,4:00,LW,56,2:00,PENALTY,OTHER
CRISTIANO RONALDO,15/16,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2015-09-15,H,REAL MADRID,SHAKHTAR DONETSK,4:00,LW,82,4:00,HEADER,OTHER
LIONEL MESSI,15/16,LALIGA,4,2015-09-20,H,FC BARCELONA,LEVANTE UD,4:01,AM,61,3:00,PENALTY,OTHER
LIONEL MESSI,15/16,LALIGA,4,2015-09-20,H,FC BARCELONA,LEVANTE UD,4:01,AM,90,4:01,LEFT-FOOTED SHOT,MARC BARTRA
CRISTIANO RONALDO,15/16,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2015-09-30,A,REAL MADRID,MALMÃ¶ FF,0:02,LW,90,0:02,LEFT-FOOTED SHOT,LUCAS VAZQUEZ
CRISTIANO RONALDO,15/16,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2015-09-30,A,REAL MADRID,MALMÃ¶ FF,0:02,LW,29,0:01,RIGHT-FOOTED SHOT,ISCO
CRISTIANO RONALDO,15/16,LALIGA,8,2015-10-17,H,REAL MADRID,LEVANTE UD,3:00,CF,30,2:00,RIGHT-FOOTED SHOT,TONI KROOS
CRISTIANO RONALDO,15/16,LALIGA,9,2015-10-24,A,REAL MADRID,CELTA DE VIGO,1:03,CF,8,0:01,RIGHT-FOOTED SHOT,LUCAS VAZQUEZ
CRISTIANO RONALDO,15/16,LALIGA,10,2015-10-31,H,REAL MADRID,UD LAS PALMAS,3:01,CF,14,2:00,HEADER,MARCELO
LIONEL MESSI,15/16,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2015-11-24,H,FC BARCELONA,AS ROMA,6:01,RW,60,5:00,TAP-IN,OTHER
LIONEL MESSI,15/16,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2015-11-24,H,FC BARCELONA,AS ROMA,6:01,RW,18,2:00,LEFT-FOOTED SHOT,LUIS SUAREZ
CRISTIANO RONALDO,15/16,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2015-11-25,A,REAL MADRID,SHAKHTAR DONETSK,3:04,CF,70,0:04,RIGHT-FOOTED SHOT,GARETH BALE
CRISTIANO RONALDO,15/16,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2015-11-25,A,REAL MADRID,SHAKHTAR DONETSK,3:04,CF,18,0:01,HEADER,GARETH BALE
LIONEL MESSI,15/16,LALIGA,13,2015-11-28,H,FC BARCELONA,REAL SOCIEDAD,4:00,RW,90+1,4:00,LEFT-FOOTED SHOT,NEYMAR
CRISTIANO RONALDO,15/16,LALIGA,13,2015-11-29,A,REAL MADRID,SD EIBAR,0:02,CF,82,0:02,PENALTY,OTHER
CRISTIANO RONALDO,15/16,LALIGA,14,2015-12-05,H,REAL MADRID,GETAFE CF,4:01,LW,38,4:00,RIGHT-FOOTED SHOT,TONI KROOS
CRISTIANO RONALDO,15/16,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2015-12-08,H,REAL MADRID,MALMÃ¶ FF,8:00,LW,59,6:00,RIGHT-FOOTED SHOT,ISCO
CRISTIANO RONALDO,15/16,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2015-12-08,H,REAL MADRID,MALMÃ¶ FF,8:00,LW,50,5:00,RIGHT-FOOTED SHOT,DANILO
CRISTIANO RONALDO,15/16,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2015-12-08,H,REAL MADRID,MALMÃ¶ FF,8:00,LW,47,4:00,TAP-IN,OTHER
CRISTIANO RONALDO,15/16,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2015-12-08,H,REAL MADRID,MALMÃ¶ FF,8:00,LW,39,3:00,DIRECT FREE KICK,OTHER
LIONEL MESSI,15/16,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2015-12-09,A,FC BARCELONA,BAYER 04 LEVERKUSEN,1:01,CF,20,0:01,RIGHT-FOOTED SHOT,IVAN RAKITIC
LIONEL MESSI,15/16,LALIGA,15,2015-12-12,H,FC BARCELONA,DEPORTIVO DE LA CORUAA,2:02,RW,39,1:00,DIRECT FREE KICK,OTHER
CRISTIANO RONALDO,15/16,LALIGA,16,2015-12-20,H,REAL MADRID,RAYO VALLECANO,10:02,LW,54,6:02,HEADER,JAMES RODRIGUEZ
CRISTIANO RONALDO,15/16,LALIGA,16,2015-12-20,H,REAL MADRID,RAYO VALLECANO,10:02,LW,30,3:02,PENALTY,OTHER
LIONEL MESSI,15/16,FIFA CLUB WORLD CUP,FINAL,2015-12-20,A,FC BARCELONA,CA RIVER PLATE,0:03,RW,36,0:01,LEFT-FOOTED SHOT,NEYMAR
CRISTIANO RONALDO,15/16,LALIGA,17,2015-12-30,H,REAL MADRID,REAL SOCIEDAD,3:01,LW,68,2:01,LEFT-FOOTED SHOT,MARCELO
CRISTIANO RONALDO,15/16,LALIGA,17,2015-12-30,H,REAL MADRID,REAL SOCIEDAD,3:01,LW,42,1:00,PENALTY,OTHER
LIONEL MESSI,15/16,LALIGA,17,2015-12-30,H,FC BARCELONA,REAL BETIS BALOMPIE,4:00,RW,33,2:00,RIGHT-FOOTED SHOT,NEYMAR
LIONEL MESSI,15/16,COPA DEL REY,LAST 16,2016-01-06,H,FC BARCELONA,RCD ESPANYOL BARCELONA,4:01,RW,44,2:01,DIRECT FREE KICK,OTHER
LIONEL MESSI,15/16,COPA DEL REY,LAST 16,2016-01-06,H,FC BARCELONA,RCD ESPANYOL BARCELONA,4:01,RW,13,1:01,LEFT-FOOTED SHOT,ANDRES INIESTA
LIONEL MESSI,15/16,LALIGA,19,2016-01-09,H,FC BARCELONA,GRANADA CF,4:00,RW,8,1:00,LEFT-FOOTED SHOT,ARDA TURAN
LIONEL MESSI,15/16,LALIGA,19,2016-01-09,H,FC BARCELONA,GRANADA CF,4:00,RW,58,3:00,TAP-IN,OTHER
LIONEL MESSI,15/16,LALIGA,19,2016-01-09,H,FC BARCELONA,GRANADA CF,4:00,RW,14,2:00,LEFT-FOOTED SHOT,LUIS SUAREZ
CRISTIANO RONALDO,15/16,LALIGA,20,2016-01-17,H,REAL MADRID,SPORTING GIJÃ³N,5:01,LW,18,4:00,LEFT-FOOTED SHOT,DANIEL CARVAJAL
CRISTIANO RONALDO,15/16,LALIGA,20,2016-01-17,H,REAL MADRID,SPORTING GIJÃ³N,5:01,LW,9,2:00,LEFT-FOOTED SHOT,KARIM BENZEMA
LIONEL MESSI,15/16,LALIGA,20,2016-01-17,H,FC BARCELONA,ATHLETIC BILBAO,6:00,RW,7,1:00,PENALTY,OTHER
LIONEL MESSI,15/16,LALIGA,21,2016-01-23,A,FC BARCELONA,MALAGA CF,1:02,RW,51,1:02,LEFT-FOOTED SHOT,ADRIANO
LIONEL MESSI,15/16,LALIGA,22,2016-01-30,H,FC BARCELONA,ATLETICO DE MADRID,2:01,RW,30,1:01,LEFT-FOOTED SHOT,JORDI ALBA
CRISTIANO RONALDO,15/16,LALIGA,22,2016-01-31,H,REAL MADRID,RCD ESPANYOL BARCELONA,6:00,LW,82,5:00,HEADER,JESE
CRISTIANO RONALDO,15/16,LALIGA,22,2016-01-31,H,REAL MADRID,RCD ESPANYOL BARCELONA,6:00,LW,12,2:00,PENALTY,OTHER
CRISTIANO RONALDO,15/16,LALIGA,22,2016-01-31,H,REAL MADRID,RCD ESPANYOL BARCELONA,6:00,LW,45,4:00,LEFT-FOOTED SHOT,OTHER
LIONEL MESSI,15/16,COPA DEL REY,SEMI-FINALS,2016-02-03,H,FC BARCELONA,VALENCIA CF,7:00,RW,59,4:00,LEFT-FOOTED SHOT,LUIS SUAREZ
LIONEL MESSI,15/16,COPA DEL REY,SEMI-FINALS,2016-02-03,H,FC BARCELONA,VALENCIA CF,7:00,RW,74,5:00,LEFT-FOOTED SHOT,OTHER
LIONEL MESSI,15/16,COPA DEL REY,SEMI-FINALS,2016-02-03,H,FC BARCELONA,VALENCIA CF,7:00,RW,29,3:00,LEFT-FOOTED SHOT,NEYMAR
CRISTIANO RONALDO,15/16,LALIGA,24,2016-02-13,H,REAL MADRID,ATHLETIC BILBAO,4:02,LW,87,4:01,RIGHT-FOOTED SHOT,LUCAS VAZQUEZ
CRISTIANO RONALDO,15/16,LALIGA,24,2016-02-13,H,REAL MADRID,ATHLETIC BILBAO,4:02,LW,3,1:00,RIGHT-FOOTED SHOT,KARIM BENZEMA
LIONEL MESSI,15/16,LALIGA,24,2016-02-14,H,FC BARCELONA,CELTA DE VIGO,6:01,RW,28,1:00,DIRECT FREE KICK,OTHER
LIONEL MESSI,15/16,LALIGA,16,2016-02-17,A,FC BARCELONA,SPORTING GIJÃ³N,1:03,RW,25,0:01,LEFT-FOOTED SHOT,LUIS SUAREZ
LIONEL MESSI,15/16,LALIGA,16,2016-02-17,A,FC BARCELONA,SPORTING GIJÃ³N,1:03,RW,31,1:02,LEFT-FOOTED SHOT,LUIS SUAREZ
